ID, 상품이름, 상품종류, 상품가격
380b921f-e7d8-4baf-8af7-a0a3967f6cd2, 초코케잌, CAKE, 6000₩
03da82ba-cde9-45c6-a198-89985dcd7aa9, 토피넛라떼, COFFEE, 4000₩
f528a72c-2d5b-4f4e-939c-331049f432c0, 딸기에이드, ADE, 5000₩
482bad09-17c1-4fa7-bee2-d16227cad2e5, 생과일주스, ADE, 5000₩
fc645ca3-ac1f-4eca-abac-664f644fcfb5, 카라멜 마끼아또, COFFEE, 4000₩
5a4d8977-0558-4844-95fa-d687c2f66669, 생과일주스, ADE, 5000₩
28703810-fe11-42b0-b99a-69b46858d930, 딸기에이드, ADE, 5000₩
c347561a-415a-4867-858d-c7c3620dc1ad, 초코케잌, CAKE, 6000₩
03aef94d-7cd3-414a-b4e8-098a1fe2f4fb, 얼그레이, TEA, 4500₩
11cd0da3-2e74-4b37-bc67-8c675c650de5, 얼그레이, TEA, 4500₩
141e2e4f-75df-4970-920d-1f96566910db, 카페모카, COFFEE, 3500₩
3d3fe613-fbd8-42d8-895f-105321613b9d, 소금빵, BREAD, 3000₩
d5ba005c-0dae-4f3d-a35d-3e954b7987a9, 아메리카노, COFFEE, 3000₩
6e7300d1-b2e6-45ee-8e89-736829ba94c5, 아메리카노, COFFEE, 3000₩
f241640f-4a12-47f7-a3ed-ab9df76f5bae, 프라푸치노, ADE, 5500₩
e283cbfa-6901-494b-8910-57525593570d, 카라멜 마끼아또, COFFEE, 4000₩
f7f14929-fe64-4277-9e9f-a50b44f11150, 딸기에이드, ADE, 5000₩
035f3f4c-ac1d-4d60-a88a-1d8a91c7d702, 당근케잌, CAKE, 6000₩
364e8769-ac5b-430e-ab20-25d627f3345a, 카라멜 마끼아또, COFFEE, 4000₩
6669d4fa-2eab-4503-9d85-11ad28810f99, 당근케잌, CAKE, 6000₩
af22c677-0817-441e-a872-0fb527fc1138, 당근케잌, CAKE, 6000₩
36a8f91e-d93a-446f-85e8-77812c179e3c, 히비스커스, TEA, 4500₩
1eefce42-bd4f-4003-9468-5ad298f26a89, 딸기에이드, ADE, 5000₩
52643975-b692-45e2-a1f2-0053d75d8bb0, 초코머핀, BREAD, 4000₩
e6195194-0517-40ea-aa38-467d8376a7b8, 카라멜 마끼아또, COFFEE, 4000₩
9fcb157d-170f-4f7a-b8f2-d460fdcf72b7, 히비스커스, TEA, 4500₩
72f01619-b69f-4906-b407-a7bc3f9aa2e8, 초코머핀, BREAD, 4000₩
e609e772-fa6d-4134-a2f1-c3d8a5e0ef67, 아메리카노, COFFEE, 3000₩
9c5532f3-2c61-4bf1-949f-5395f5d84a43, 히비스커스, TEA, 4500₩
c8a89529-ec62-4c5b-b239-a2ea303c5c49, 얼그레이, TEA, 4500₩
62519763-9a2e-4dda-aa76-2dae1ab7d3c8, 토피넛라떼, COFFEE, 4000₩
b93f040e-367d-45fa-a16a-3ede48a30611, 당근케잌, CAKE, 6000₩
d46bf609-9578-414b-a25d-5538d565a87b, 프라푸치노, ADE, 5500₩
c2466a9e-9ce4-45e6-bbea-bb38920cb5c0, 소금빵, BREAD, 3000₩
f71a2d02-cdc2-4e80-9123-ff1dbfab1e99, 아메리카노, COFFEE, 3000₩
375f89f9-d92e-43e0-a102-0e751525a19b, 초코케잌, CAKE, 6000₩
d81b554f-a0de-40be-91a1-f5d651f383d3, 크로플, BREAD, 4000₩
4deba915-c5d7-469c-9030-4b980fda8f9f, 민트모카, COFFEE, 4000₩
17995ff8-70ab-40a7-83e2-d00b48e1648c, 카페라떼, COFFEE, 3500₩
cd0e2e72-06a6-4122-8939-7b5ff4c37d42, 딸기에이드, ADE, 5000₩
e7e16f48-f11b-4200-99ce-1b738635e81d, 생과일주스, ADE, 5000₩
f89c62dd-564f-4cb0-9af0-732fd5b71d98, 카페모카, COFFEE, 3500₩
ea04b0b1-1d24-42b0-bc38-407fa0104f60, 에스프레소, COFFEE, 3500₩
bf5ecca9-e328-44fd-a560-5fde43148222, 아메리카노, COFFEE, 3000₩
9d16ce97-1211-42ef-9c03-95c88e657930, 크로플, BREAD, 4000₩
d9f3e3a0-42c3-4b86-be64-02130a8db0e5, 에스프레소, COFFEE, 3500₩
6268d8b7-db8d-4432-ac10-17ac3e18de30, 캐모마일, TEA, 4500₩
f9640c3d-2b65-4be0-8a75-4d706a783557, 카페모카, COFFEE, 3500₩
917186b9-b755-458f-b23b-164098f01ac8, 에스프레소, COFFEE, 3500₩
80434842-de22-481d-a5fb-ef8b4c11ad22, 토피넛라떼, COFFEE, 4000₩
759d77bd-14fb-42f8-981d-7803cd50427c, 캐모마일, TEA, 4500₩
244dab2c-6832-4093-99bb-80e70425ac7f, 크로플, BREAD, 4000₩
8ef0ed57-2e0f-4dc7-b0f9-166b13aee3bc, 프라푸치노, ADE, 5500₩
6eee9e17-8932-426f-a9b1-6b728afd7c38, 얼그레이, TEA, 4500₩
59ff5928-981b-4b59-aab4-1c69d889db07, 프레즐, BREAD, 3000₩
071522b7-c18c-4e26-88a2-0a0a98c32b65, 초코케잌, CAKE, 6000₩
c13d05d4-9928-48d1-923a-628d6dafebf4, 에스프레소, COFFEE, 3500₩
538f8755-b30d-4530-aa88-928327a6c1d7, 소금빵, BREAD, 3000₩
40d781da-0eae-4924-a55a-5bac0273c9fa, 카페라떼, COFFEE, 3500₩
5802c843-0453-4eae-b3e9-b434860d723c, 당근케잌, CAKE, 6000₩
708a9070-c66a-4722-bd18-a5d725feb360, 카라멜 마끼아또, COFFEE, 4000₩
27fb3636-e323-486a-913f-1bb91b6d8ea1, 당근케잌, CAKE, 6000₩
b056e62b-e24c-4e51-bbcb-88304051603d, 초코머핀, BREAD, 4000₩
380097d0-4955-449f-9e9b-ba8285289c58, 아메리카노, COFFEE, 3000₩
c2819c97-e21c-4b6e-a339-b4b0415ea5b4, 크로플, BREAD, 4000₩
770a015c-aa1b-4df9-8d0e-94adf9b3d26f, 당근케잌, CAKE, 6000₩
d2db6d6e-a144-4347-8e3b-99629854fd6e, 히비스커스, TEA, 4500₩
8837ef98-a007-4416-9130-e0d48f68574b, 딸기에이드, ADE, 5000₩
6e41fa76-20f6-4c0e-8c44-eb8813eb99d9, 초코머핀, BREAD, 4000₩
73df9183-0071-49d0-9236-185eac360648, 민트모카, COFFEE, 4000₩
5dd3f6ff-8f9e-41de-9bdd-5a697488b082, 크로플, BREAD, 4000₩
b2f080bd-51fe-49b7-b2e0-232b402d9103, 카라멜 마끼아또, COFFEE, 4000₩
e7cad25a-38e4-497f-81bc-8b8696605c6d, 카라멜 마끼아또, COFFEE, 4000₩
c17dc021-a54f-403c-80d5-63429c28d48e, 아메리카노, COFFEE, 3000₩
3aefdf33-8c63-4289-a776-141ca093759b, 아메리카노, COFFEE, 3000₩
617f9a65-39bd-46ea-b218-a0462468e2c5, 아메리카노, COFFEE, 3000₩
1245ab3e-552b-4067-8813-086ac7fbc34f, 초코케잌, CAKE, 6000₩
a0506269-feaf-4563-81e1-945e519d2486, 캐모마일, TEA, 4500₩
fe048db8-69e3-4f5b-b25f-b76dab3d7df4, 프라푸치노, ADE, 5500₩
201b9b07-31fb-4d19-94c7-b148891cc9d7, 카라멜 마끼아또, COFFEE, 4000₩
da492b11-a3de-4553-944f-6cd6967bb927, 캐모마일, TEA, 4500₩
a05565c5-86b0-4b31-86cc-0b2ee6922880, 딸기에이드, ADE, 5000₩
26a1df98-ebbf-4893-9e59-ca14113893fa, 딸기에이드, ADE, 5000₩
71e571ac-fc77-410b-bfbc-20a87f2bcd33, 프레즐, BREAD, 3000₩
963a15d0-4e6f-4c46-a5f2-237386c41eb7, 당근케잌, CAKE, 6000₩
020d1598-a956-4735-a80b-d50f17fc449f, 소금빵, BREAD, 3000₩
c0904bee-6dc5-4ac2-9e9f-a6758bada15a, 초코케잌, CAKE, 6000₩
47900caf-f970-498f-9395-119972edacf5, 아메리카노, COFFEE, 3000₩
62e0b406-3a86-4b04-ad8e-6b8af54889d3, 히비스커스, TEA, 4500₩
6f741d3b-4905-4300-a2c5-1ec6b50b28cc, 초코머핀, BREAD, 4000₩
2cf44688-a14c-4ddf-a65e-564d3a21d574, 레몬에이드, ADE, 5000₩
bf089af9-33eb-42b2-a656-610a3a9785d8, 레몬에이드, ADE, 5000₩
655dc222-6982-495b-9916-0de22bf8bb00, 캐모마일, TEA, 4500₩
3dcfcc4b-e44f-4f5d-9fc0-2a8435a2f15e, 민트모카, COFFEE, 4000₩
88eb9b2a-7f3d-4e92-8422-40db0d52d231, 카페모카, COFFEE, 3500₩
048477e3-6d03-4b16-89fe-82577506d3db, 소금빵, BREAD, 3000₩
8692b684-9756-4598-b0df-90b44aaeb58e, 민트모카, COFFEE, 4000₩
1afe0422-a287-4d68-a7d7-31e46abc7849, 생과일주스, ADE, 5000₩
54603ab9-9609-433e-8dc8-ab62e02e8e44, 당근케잌, CAKE, 6000₩
81d01ff5-fd83-479d-8842-7e8d74432168, 프레즐, BREAD, 3000₩
c5ce0ce0-6a7a-45de-accd-b25fd88fbaa0, 민트모카, COFFEE, 4000₩
498f2ac1-a611-480b-bb41-a0862397d73b, 프라푸치노, ADE, 5500₩
87978db9-da51-41a1-a000-6210a131504d, 프레즐, BREAD, 3000₩
0ed7ba00-10eb-4bbe-8cb4-cdeed2504c01, 카라멜 마끼아또, COFFEE, 4000₩
28878aca-750a-41f4-bd55-29dadb21bab2, 크로플, BREAD, 4000₩
749ef414-d503-4a93-ba85-3fa41dd8f269, 카라멜 마끼아또, COFFEE, 4000₩
d45c504b-5275-4984-aed2-64b3f510d12d, 레몬에이드, ADE, 5000₩
94fa49dc-68b5-4d03-b6cf-6868196b9884, 히비스커스, TEA, 4500₩
8c6c46d6-8c45-441f-86be-7824d6cdb54e, 레몬에이드, ADE, 5000₩
f17c0664-0b63-4b00-9070-7a4104cd1d5d, 토피넛라떼, COFFEE, 4000₩
aa41fee7-aa91-4ce8-b246-2465049d38ee, 초코케잌, CAKE, 6000₩
48715c37-1505-4c42-a714-5c7151f18524, 딸기에이드, ADE, 5000₩
bb76fae3-48a5-4fe9-aefc-46c40404b1fb, 초코머핀, BREAD, 4000₩
4ba1ab3f-7d38-4036-9a35-dadb44abd632, 프라푸치노, ADE, 5500₩
0f1c753c-870d-4cc3-83e9-635c7f5cd426, 딸기에이드, ADE, 5000₩
f76ad0ff-7f1e-4996-8695-b4c35ced051e, 카페모카, COFFEE, 3500₩
cf379cb3-b553-467b-b43f-9f619bf9492c, 생과일주스, ADE, 5000₩
a0d921b3-b0e0-43a1-9c7f-89c49c83ac4b, 에스프레소, COFFEE, 3500₩
7f82325d-259b-498c-a99b-bb7f5b5fa3d8, 토피넛라떼, COFFEE, 4000₩
d522c1a3-6df7-4acb-b065-276c11a21da4, 아메리카노, COFFEE, 3000₩
a4cd09eb-edf5-4aca-8409-c2ac819ad4a4, 당근케잌, CAKE, 6000₩
a85d7a05-45b5-44aa-9094-a4329bf7727c, 프레즐, BREAD, 3000₩
fcd87831-5d94-476e-84ad-197fc7529f91, 카라멜 마끼아또, COFFEE, 4000₩
b219d05d-6c03-40ff-b7bf-aa54aadc3971, 프레즐, BREAD, 3000₩
a02d47d6-8df2-454a-811f-979fa75bc9b5, 레몬에이드, ADE, 5000₩
a37a6e38-ab09-4e53-bc42-e4e22126635c, 카페라떼, COFFEE, 3500₩
f21dab45-873f-4617-be88-a5305b8923ca, 딸기에이드, ADE, 5000₩
e1a80e50-9957-4d94-9d72-5943a0c7ffc7, 초코머핀, BREAD, 4000₩
84b8eab0-f25f-41fc-bf50-68d983b3d767, 에스프레소, COFFEE, 3500₩
b422945d-e68d-4e9c-89c2-7ebf84e4dc2c, 초코케잌, CAKE, 6000₩
9e6ad7cf-7318-49d8-8bb1-337e9ac0cba9, 아메리카노, COFFEE, 3000₩
cf95f0ba-d456-472a-8bcd-6833b6bc1542, 프라푸치노, ADE, 5500₩
0937ff63-f33c-449d-be14-89d953417143, 에스프레소, COFFEE, 3500₩
8c400726-ad75-453e-879d-cd6a21dbe098, 초코머핀, BREAD, 4000₩
940bbb47-379d-4578-a7fd-86eb468eb309, 히비스커스, TEA, 4500₩
30fb0d7e-9c78-4320-a345-8940b54316ed, 크로플, BREAD, 4000₩
45480a78-37c7-4c0f-9454-9c8273f1ab35, 딸기에이드, ADE, 5000₩
a3f70b52-f90f-41ea-b114-d6b2fe0ba963, 초코케잌, CAKE, 6000₩
af645762-f578-4d17-80db-3c8a618d6991, 얼그레이, TEA, 4500₩
c2a84c57-3402-4c63-82c4-ee26f9020fa6, 소금빵, BREAD, 3000₩
a76c3d70-9b6d-4224-a29f-a0e1a69e45c6, 에스프레소, COFFEE, 3500₩
e94f4a58-290d-4756-826a-3e6d07806fc6, 프라푸치노, ADE, 5500₩
2072eb44-c4f8-424d-9121-fd074ed2c6a4, 아메리카노, COFFEE, 3000₩
8517fe94-de91-463d-8b24-a1c3470f8262, 소금빵, BREAD, 3000₩
ddbc0dd4-a678-43d4-a06f-e1c7450bfec8, 프레즐, BREAD, 3000₩
fa9fea4c-8fbe-4694-8ab0-cdfeb5f2377e, 카라멜 마끼아또, COFFEE, 4000₩
e80100ce-2aa1-4040-9dbf-d53266814754, 민트모카, COFFEE, 4000₩
ab45ba6b-f355-4b93-9ba7-ee621853d1c7, 초코머핀, BREAD, 4000₩
0cd1b7fa-0b17-4982-8687-e30a48b2cee6, 생과일주스, ADE, 5000₩
7ad81009-0833-4083-8727-754529ccb4bd, 카라멜 마끼아또, COFFEE, 4000₩
586b49f0-d2d3-4876-a91b-7a648ced2dc2, 히비스커스, TEA, 4500₩
be47b507-570d-4be8-b45e-d4b779296acf, 토피넛라떼, COFFEE, 4000₩
2d3be437-ba26-4131-9210-1f9f42dd01f6, 카페라떼, COFFEE, 3500₩
5764f909-93bb-4e3e-a61b-646e3ac1f9ab, 캐모마일, TEA, 4500₩
4128712d-8016-41a6-87e1-031fb6e56ff2, 얼그레이, TEA, 4500₩
b08c0393-a47e-4bfb-af78-76939f400a29, 에스프레소, COFFEE, 3500₩
1f37f675-5e13-493c-99ea-2ed9088f1565, 크로플, BREAD, 4000₩
83fa0a0f-e9e3-448f-b147-f5125a7920e7, 에스프레소, COFFEE, 3500₩
85ee6a5c-49d4-4ada-9e58-f7e97e1783b0, 히비스커스, TEA, 4500₩
05a1db55-8c00-4ddf-b2e9-a4217daeb6c8, 카라멜 마끼아또, COFFEE, 4000₩
7650cbcd-f700-4157-b01c-e56719424224, 소금빵, BREAD, 3000₩
ca3e8a8e-5508-4f5e-9e78-57f31b1ae7e7, 민트모카, COFFEE, 4000₩
206b2e33-bb94-42bb-8b20-f5cfab373d21, 소금빵, BREAD, 3000₩
065b28fa-7f94-4f79-8bb2-bf0933063f5c, 소금빵, BREAD, 3000₩
9b4e35df-5851-4e69-8a77-534b217a4ccd, 캐모마일, TEA, 4500₩
f590c4aa-8324-4d1a-be0c-39c7a8d09482, 딸기에이드, ADE, 5000₩
aa002702-0b1e-4b0f-92e8-bdab40cb8e0e, 민트모카, COFFEE, 4000₩
e0617d1c-9744-48c0-9e67-a51415d82e93, 카라멜 마끼아또, COFFEE, 4000₩
6b59bc02-2082-42f4-8fa3-18c28fa6d54f, 레몬에이드, ADE, 5000₩
9daa5e29-3681-49a0-b1e6-32ecc3790de3, 카페모카, COFFEE, 3500₩
95f6cbaa-a130-47b7-ab0f-179df08fd1c3, 에스프레소, COFFEE, 3500₩
38abbfe0-c1da-452f-940a-883c2e7b29ae, 에스프레소, COFFEE, 3500₩
692ee772-6dcf-4242-ad0f-9788cf5b82d8, 초코머핀, BREAD, 4000₩
8186a8cc-2c18-42fc-a1f7-1b1cf99b9db3, 크로플, BREAD, 4000₩
07462045-7ef5-4514-bff2-f6c36d97c1d3, 카페라떼, COFFEE, 3500₩
af48be09-b7bf-422d-8247-651962951931, 토피넛라떼, COFFEE, 4000₩
081e9ced-715e-4ba5-a596-2283a9a46586, 아메리카노, COFFEE, 3000₩
213c3794-2946-4af1-ac22-cd3fa49c177a, 히비스커스, TEA, 4500₩
4e16cec6-1cb1-454a-8125-1619aa04b67f, 프라푸치노, ADE, 5500₩
2f8cb998-73d6-4bdd-a274-7e7c54ea90fd, 토피넛라떼, COFFEE, 4000₩
8780f273-4a78-4d18-83a6-fca0014dc98d, 딸기에이드, ADE, 5000₩
5c83ca1e-acf0-4800-9572-375adaea0e94, 딸기에이드, ADE, 5000₩
f6fa8a8b-250b-43d1-bdda-fbf7af4d92fb, 초코케잌, CAKE, 6000₩
f1589df1-8128-4ca3-8418-a22ea36f7a0e, 소금빵, BREAD, 3000₩
4c95549b-344b-41fb-a43b-e7ed5e208930, 토피넛라떼, COFFEE, 4000₩
f9f2dc9f-9f24-4628-addd-3c2f4386ec65, 카페모카, COFFEE, 3500₩
9a04ced4-0636-42bd-82d6-874701c79ac5, 소금빵, BREAD, 3000₩
bb28c192-4d04-4d23-8daf-4d5b4475d1cf, 초코케잌, CAKE, 6000₩
f3ccd465-2ebe-4c33-89f2-d9c0e34d0465, 레몬에이드, ADE, 5000₩
bb4e1f99-c85c-45f2-a034-6b84d8ec8eb6, 얼그레이, TEA, 4500₩
09dc63f2-4609-4df0-a47c-afaa925ed0e4, 카페라떼, COFFEE, 3500₩
addbd7c1-0c6d-4ba3-85a1-9317d6758854, 토피넛라떼, COFFEE, 4000₩
04f05700-c0b3-4876-bd7f-1b42f70f697f, 히비스커스, TEA, 4500₩
f4993e42-8686-4883-bf4b-76e04f2b6408, 프레즐, BREAD, 3000₩
27b1f64a-817a-4534-b578-ed2dbb2e7e25, 소금빵, BREAD, 3000₩
679e4c3e-aff9-4a84-b93f-cac4ea3fce4f, 에스프레소, COFFEE, 3500₩
8f72c63a-ef79-47c8-8fd0-21c644841b4c, 소금빵, BREAD, 3000₩
8292e65b-470a-4ac0-87c4-71f6671c1e83, 민트모카, COFFEE, 4000₩
1844a716-9f5f-481e-a0ae-f7c3055addc1, 레몬에이드, ADE, 5000₩
dca961f6-cf21-43df-834d-e9f368551491, 소금빵, BREAD, 3000₩
ec2c6184-ca2a-403d-87b6-242585675e4d, 생과일주스, ADE, 5000₩
1d8d84b0-912f-4b10-9ad0-4b66f88c95c4, 생과일주스, ADE, 5000₩
9371f57c-7b38-4edc-a5ae-3bae5c5562e3, 크로플, BREAD, 4000₩
42ad59c7-d6be-4603-b46d-245ec1ab0a07, 프레즐, BREAD, 3000₩
3263f6f2-5b66-4ed4-8870-cf50be5a2050, 초코머핀, BREAD, 4000₩
cd6af06b-e364-4c49-a371-7a71f35fcd2c, 토피넛라떼, COFFEE, 4000₩
f0b8bc44-fb4b-4f0a-97f9-56191230ad52, 생과일주스, ADE, 5000₩
ca63df98-4ee9-4e10-b595-83c3ddf9e6e9, 민트모카, COFFEE, 4000₩
df958d1b-be2e-4d76-9532-50ef3035d46d, 캐모마일, TEA, 4500₩
b720c92d-22cf-4275-a85a-078dc4f15cd6, 얼그레이, TEA, 4500₩
60e9f73f-fc83-4acb-9aff-0bdbc2ac39b5, 당근케잌, CAKE, 6000₩
7e42a1ea-5af3-42c4-90ff-34e6b614b2e6, 초코머핀, BREAD, 4000₩
aa93c51f-3233-45e9-b3fd-62345bfa90d3, 카페모카, COFFEE, 3500₩
b4e7200f-2e46-4ea3-b270-bf6a4be197dd, 프레즐, BREAD, 3000₩
3a61561c-af61-4d47-8537-37ad67320e88, 생과일주스, ADE, 5000₩
d3bdf0cb-a487-46b9-a9d9-92c52de67aae, 카페모카, COFFEE, 3500₩
28575524-191e-4dc3-b051-1957ddacc2e7, 카페모카, COFFEE, 3500₩
6655423a-6ca2-4e3c-936f-4fc7531446ba, 카라멜 마끼아또, COFFEE, 4000₩
e3b720dc-c542-4777-b0c1-2f8dd04bc8d8, 얼그레이, TEA, 4500₩
d3958bb2-3ede-4618-85ca-df14b7aa581d, 프라푸치노, ADE, 5500₩
350d22d3-ccde-4f0c-a0df-a3569f385e5a, 크로플, BREAD, 4000₩
d9e62b48-1581-4443-bfbb-e23dbd571a3b, 카페모카, COFFEE, 3500₩
7ccf106c-96ac-4bde-ab26-090dea5e541f, 프레즐, BREAD, 3000₩
1d113869-bb0d-4983-afe7-1c0633cc158c, 캐모마일, TEA, 4500₩
76c951f6-90be-4213-b064-b34ce644ad5d, 초코머핀, BREAD, 4000₩
9919c1ab-a24d-483e-a19b-556414a585f5, 카라멜 마끼아또, COFFEE, 4000₩
401575bd-ba23-476e-ace3-db5eb539feaf, 카페라떼, COFFEE, 3500₩
398bc34b-3f97-48a0-8780-1d170c5dcccf, 히비스커스, TEA, 4500₩
f9a48080-e978-48d1-bea8-7989141eb3a1, 생과일주스, ADE, 5000₩
6c2b317e-ca73-4b5b-b98f-f4d17257d894, 당근케잌, CAKE, 6000₩
c4bca0d9-cb0b-4f64-8e4b-cf7c30af1a7b, 카페라떼, COFFEE, 3500₩
86447863-6df4-4311-9a16-7e867864079f, 아메리카노, COFFEE, 3000₩
3d981d91-1532-4e48-8419-7d44c3bbfae5, 크로플, BREAD, 4000₩
c352e3e6-4f39-498b-bc6a-3991ff686719, 소금빵, BREAD, 3000₩
96936413-a9bc-4081-8c47-a0e7d7f589fa, 초코머핀, BREAD, 4000₩
a36360be-f22c-4a20-aa72-cd8b9eee03db, 카페라떼, COFFEE, 3500₩
5e7989cd-aa30-48a9-bbbb-da1bb0f6db6b, 당근케잌, CAKE, 6000₩
c66e92ab-bc9c-4a4e-b9d0-2ff17373f1bb, 딸기에이드, ADE, 5000₩
223e3b22-c6a6-4dd4-a57c-5ec1a8d4ad76, 초코케잌, CAKE, 6000₩
d10c10e1-a00a-4179-a858-149acb393c85, 민트모카, COFFEE, 4000₩
e5a75125-2408-402b-a0c9-1380e4f9cc17, 카페라떼, COFFEE, 3500₩
6f6fdf98-adb0-486c-a43a-acba43594ecc, 카라멜 마끼아또, COFFEE, 4000₩
c46148fa-3ce1-4e92-8706-472bf54a3276, 프라푸치노, ADE, 5500₩
66bc7a40-a4aa-44fa-aa4f-f07db5d82c28, 당근케잌, CAKE, 6000₩
2de3dde4-d332-4ec4-8b66-cc5d38ca75c8, 당근케잌, CAKE, 6000₩
9a094c39-d9c5-40a0-9a33-ae232fb94931, 카페모카, COFFEE, 3500₩
ff294398-c1ea-4d4c-892c-319e2a889efb, 프레즐, BREAD, 3000₩
cb1e954f-e90a-4461-9e79-1c10b7758334, 에스프레소, COFFEE, 3500₩
37400ad3-54c4-4093-8c1f-0f7adb526b8e, 캐모마일, TEA, 4500₩
a69bd82a-0b14-47a7-b5c4-cebe0ba6c0e5, 토피넛라떼, COFFEE, 4000₩
2c3e28c5-eb97-4ccf-af7c-a02aac6336a4, 얼그레이, TEA, 4500₩
125380dc-691b-41d8-83f6-0190714eadcc, 프레즐, BREAD, 3000₩
104a247b-0ff1-4f33-9ed3-bc6fa0249f62, 프라푸치노, ADE, 5500₩
374e70e6-43b1-4065-b8f4-7e406ffebd96, 소금빵, BREAD, 3000₩
2804bd9f-288e-4cd5-87a9-8669124a2b2f, 민트모카, COFFEE, 4000₩
4fb2314e-dac7-47f2-950c-3b3aa3ee4d4e, 카페라떼, COFFEE, 3500₩
51f7334d-75ac-4ceb-84f3-edbda0185cfd, 초코케잌, CAKE, 6000₩
aaaaa836-6d2b-4bf0-bf4a-7bc7a434e1bd, 민트모카, COFFEE, 4000₩
ffab8d22-56b3-4da6-bf1a-0798c505b95d, 레몬에이드, ADE, 5000₩
